Item_Identifier,Outlet_Identifier,sales_predictions
FDP52,OUT013,3406.0
FDU58,OUT017,2723.5
FDL02,OUT045,1644.0
FDG28,OUT013,3643.5
FDA19,OUT035,1634.5
FDW46,OUT027,2504.0
NCD43,OUT049,2021.0
DRG39,OUT013,633.5
NCF55,OUT049,960.5
FDJ07,OUT046,1864.0
FDE08,OUT046,2307.5
FDP56,OUT019,-420.0
FDT45,OUT045,846.0
FDF17,OUT018,3504.5
FDX44,OUT046,1350.5
FDM28,OUT027,4256.0
FDI36,OUT049,3489.0
FDS07,OUT045,1755.5
FDD36,OUT045,1902.0
FDW11,OUT046,916.0
FDN40,OUT049,2732.0
NCQ18,OUT049,1767.5
NCQ54,OUT017,2367.5
NCS42,OUT045,1423.0
DRH39,OUT010,-430.0
FDC09,OUT027,3146.0
FDT08,OUT010,812.0
FDC08,OUT035,3257.5
FDT20,OUT017,325.0
FDS35,OUT035,546.0
FDX58,OUT018,3299.0
FDW58,OUT046,1686.5
DRD27,OUT046,1616.5
FDH32,OUT019,256.0
FDS26,OUT035,3666.0
FDQ31,OUT046,1376.0
FDP11,OUT018,3843.5
FDD58,OUT017,1271.0
FDM33,OUT045,3378.0
FDZ16,OUT049,3316.5
NCS29,OUT010,2536.0
NCM18,OUT019,-354.0
FDP11,OUT049,3763.0
NCC42,OUT017,1932.0
DRM23,OUT046,2574.5
NCN55,OUT027,5156.5
FDK46,OUT013,3808.5
FDR01,OUT046,3121.0
NCA05,OUT045,2392.0
NCP43,OUT017,2522.0
FDR12,OUT010,1209.5
FDQ01,OUT013,3673.5
FDM13,OUT046,2003.5
FDQ19,OUT017,3622.0
FDK56,OUT019,1504.0
NCX06,OUT010,1376.5
FDO56,OUT027,3356.5
FDU45,OUT045,1853.0
FDI16,OUT019,-503.5
FDL32,OUT046,1681.5
FDA07,OUT046,1977.5
FDA14,OUT045,2298.5
FDV46,OUT027,3678.0
NCO07,OUT035,2999.5
NCP41,OUT046,1658.0
FDY60,OUT018,2746.5
FDN38,OUT017,3640.5
FDO15,OUT046,1244.0
FDT60,OUT013,1655.5
FDA55,OUT035,3166.5
FDE02,OUT010,-225.5
DRJ39,OUT049,3861.5
FDV34,OUT035,898.5
FDS20,OUT027,4313.5
FDF02,OUT027,2975.5
FDW40,OUT017,1938.5
NCB43,OUT046,2803.0
FDR58,OUT017,1161.5
DRJ59,OUT035,329.0
NCD30,OUT017,1292.5
FDE14,OUT017,1331.5
FDC28,OUT018,2129.0
FDU16,OUT018,1797.0
NCD19,OUT035,549.0
FDU21,OUT046,544.0
FDV59,OUT027,4836.0
FDU03,OUT045,2983.0
FDC33,OUT010,1725.0
NCR42,OUT035,185.0
DRH59,OUT035,825.0
NCM31,OUT035,1918.5
FDS50,OUT035,3085.0
FDP39,OUT046,761.0
FDQ55,OUT013,1705.5
FDV36,OUT019,797.5
FDI05,OUT027,2587.5
FDS45,OUT027,3196.5
FDA39,OUT045,687.0
FDC37,OUT010,185.5
FDJ60,OUT027,4073.5
DRQ35,OUT046,1930.0
NCJ06,OUT046,1850.0
NCY42,OUT018,2749.5
DRM37,OUT049,3531.0
FDR14,OUT045,665.5
FDE51,OUT049,1048.0
FDT33,OUT017,2404.5
FDR08,OUT013,1553.0
FDE36,OUT010,1076.0
FDL22,OUT019,237.0
FDR44,OUT013,1817.0
FDI56,OUT019,87.5
FDE47,OUT010,459.0
FDV27,OUT010,-68.5
FDV10,OUT049,1050.5
FDC40,OUT045,1277.5
NCX41,OUT013,3103.5
NCQ38,OUT027,3126.0
FDV12,OUT027,3048.5
FDE52,OUT017,1184.5
FDG20,OUT027,4149.5
FDV16,OUT027,1983.0
FDI32,OUT017,1336.0
FDJ32,OUT049,1402.5
FDN39,OUT018,3120.0
FDY34,OUT017,2445.0
FDC14,OUT035,334.5
FDA55,OUT017,3273.0
FDZ50,OUT010,1279.5
DRG13,OUT049,2992.5
FDP01,OUT013,2198.0
NCG54,OUT017,2374.0
FDM13,OUT045,2072.5
NCO18,OUT027,4260.0
NCW41,OUT013,2259.5
FDM52,OUT027,3787.5
NCF55,OUT035,211.5
FDT09,OUT046,2121.0
NCM19,OUT035,1352.5
FDW12,OUT018,2863.0
FDP15,OUT019,2711.0
FDK36,OUT045,844.0
FDZ25,OUT035,2387.5
NCW06,OUT049,3374.5
FDW60,OUT046,2854.5
DRC49,OUT013,2061.5
NCT17,OUT035,2591.5
NCN06,OUT018,2915.5
FDC45,OUT013,2324.5
DRJ47,OUT019,1516.0
NCF06,OUT045,4098.5
FDE21,OUT010,348.5
DRG27,OUT013,375.5
FDW40,OUT049,2551.5
NCO53,OUT046,2671.0
FDE23,OUT049,1107.5
FDQ16,OUT046,1671.5
FDS26,OUT045,4018.5
FDZ13,OUT010,-977.5
FDS14,OUT049,2810.5
FDC10,OUT045,1904.0
FDY16,OUT049,3370.0
FDJ20,OUT035,1565.5
FDV43,OUT035,254.5
FDZ32,OUT027,3165.0
FDR23,OUT046,2652.0
FDN24,OUT035,364.0
FDE34,OUT027,4219.5
FDU31,OUT013,3271.5
FDW33,OUT018,2055.5
FDU26,OUT046,1859.0
FDE20,OUT027,4204.5
NCW05,OUT035,1133.5
FDB22,OUT018,2888.0
FDO56,OUT046,1841.5
FDA19,OUT027,3461.5
DRI39,OUT045,866.5
FDH52,OUT018,1447.5
FDZ50,OUT035,2491.0
NCN42,OUT035,1965.5
FDB53,OUT013,1974.5
DRG11,OUT017,1421.5
DRK11,OUT027,3854.0
FDQ60,OUT017,1609.5
FDT36,OUT017,174.5
DRG25,OUT018,3416.5
DRJ23,OUT046,2980.5
FDG05,OUT035,2097.0
NCK06,OUT018,2393.5
FDU52,OUT017,2124.0
FDW07,OUT018,1739.0
NCM17,OUT045,693.0
FDA22,OUT045,2612.5
NCA41,OUT018,3491.0
FDF38,OUT035,362.5
FDH52,OUT046,1001.0
FDY58,OUT019,2351.0
FDZ16,OUT045,2971.5
NCM18,OUT017,638.5
FDA22,OUT018,3003.5
NCJ43,OUT035,2408.0
FDI34,OUT027,5044.0
FDG56,OUT046,943.0
FDS34,OUT046,1783.0
DRC01,OUT035,546.0
FDQ04,OUT035,200.0
FDK04,OUT035,534.0
FDT51,OUT049,2191.0
FDV26,OUT017,2800.5
FDS04,OUT049,2490.0
FDW43,OUT018,4090.5
FDQ28,OUT010,887.0
NCK06,OUT017,1674.5
FDS23,OUT018,2356.0
FDZ36,OUT019,1738.0
FDE56,OUT018,1314.0
FDW10,OUT027,4243.0
NCN14,OUT045,2852.5
NCQ18,OUT045,1433.5
FDW08,OUT017,1461.0
FDU43,OUT035,3353.0
FDR33,OUT010,205.0
FDM24,OUT010,797.0
NCZ05,OUT046,1559.5
NCV41,OUT035,1421.5
FDV11,OUT018,3169.0
NCY05,OUT035,191.5
FDV44,OUT018,3457.5
FDW32,OUT049,1670.0
NCU18,OUT027,3660.0
NCC43,OUT035,3617.0
FDW19,OUT013,1580.0
FDN31,OUT035,2587.0
FDI48,OUT045,859.5
FDS24,OUT017,1160.0
FDF46,OUT049,2238.5
DRG23,OUT017,2083.0
FDG14,OUT018,2854.0
NCY30,OUT049,3187.0
FDO28,OUT018,2427.0
DRD24,OUT035,1910.0
FDI33,OUT049,1798.0
FDN32,OUT046,2909.0
FDR16,OUT045,3328.0
FDF26,OUT046,2425.0
NCN29,OUT018,1254.5
FDE20,OUT045,2771.0
FDA46,OUT046,2877.5
FDU28,OUT045,2946.0
FDQ48,OUT045,1650.0
FDV36,OUT013,1845.5
FDR14,OUT018,1098.5
FDP23,OUT017,3133.0
FDP56,OUT013,587.5
FDK48,OUT010,-321.0
FDR48,OUT046,2236.0
NCY29,OUT049,1216.5
FDM22,OUT018,1340.0
DRJ01,OUT013,2268.0
FDZ43,OUT045,3879.5
FDV03,OUT035,2024.0
FDX11,OUT027,4251.5
NCA41,OUT027,4485.5
FDE38,OUT017,2347.0
FDI27,OUT018,1215.0
FDN32,OUT013,2686.0
NCN43,OUT017,1675.0
FDB47,OUT027,4650.0
FDV03,OUT017,2138.5
NCN30,OUT045,1595.5
NCV54,OUT010,371.0
FDV07,OUT013,1525.0
FDP07,OUT049,3400.0
FDK48,OUT018,1612.5
FDM15,OUT019,1189.5
FDY19,OUT027,3292.5
FDK46,OUT046,4019.5
FDY11,OUT045,1142.0
FDH09,OUT046,776.0
FDO08,OUT027,4073.5
FDU14,OUT013,3706.0
FDD22,OUT027,3140.5
FDM27,OUT017,2082.0
FDL02,OUT027,3079.5
NCA17,OUT035,1986.5
FDE38,OUT019,1381.0
NCG07,OUT049,3300.0
DRC27,OUT013,3658.0
FDA27,OUT035,3681.5
FDW40,OUT045,2217.5
DRI11,OUT013,1640.0
FDN50,OUT046,1528.0
FDR12,OUT046,2716.0
FDT34,OUT027,2907.0
FDW11,OUT035,589.0
NCO30,OUT027,4350.5
FDZ34,OUT017,2727.0
FDU45,OUT017,1560.0
NCD42,OUT035,251.0
FDX25,OUT045,2784.0
NCR29,OUT046,840.0
FDX43,OUT019,1540.0
FDB04,OUT010,-168.0
FDR49,OUT027,2045.5
FDS39,OUT018,2700.0
FDW58,OUT045,1731.0
FDG22,OUT019,-543.0
FDG31,OUT017,724.0
NCV53,OUT027,5253.5
DRJ37,OUT035,1993.0
FDV07,OUT035,1375.0
FDW52,OUT018,3104.5
FDT15,OUT045,2970.0
FDD02,OUT018,2296.0
FDM16,OUT035,856.0
NCE55,OUT046,2595.5
FDB57,OUT018,4000.0
FDQ04,OUT013,409.5
FDQ47,OUT019,-906.0
FDY14,OUT019,2863.5
DRK37,OUT017,2716.0
FDO25,OUT017,2898.0
FDL57,OUT046,4050.5
NCK29,OUT018,2264.5
FDK46,OUT027,5579.5
NCB43,OUT010,1229.0
DRE01,OUT027,5082.0
FDC46,OUT018,3238.5
FDQ23,OUT045,1694.0
FDX38,OUT049,1198.0
FDG60,OUT018,4111.5
FDW55,OUT017,3677.5
FDP39,OUT013,536.5
FDB20,OUT018,1677.5
FDV21,OUT017,1522.5
FDZ02,OUT013,1363.5
FDP19,OUT027,3285.0
FDA38,OUT035,3447.5
FDH22,OUT045,1888.5
DRM11,OUT045,4123.0
FDO12,OUT027,4553.5
FDT14,OUT049,2186.5
FDW34,OUT010,2290.5
FDG04,OUT027,4443.0
FDW59,OUT018,1813.5
FDR33,OUT018,2185.0
FDP32,OUT013,1866.0
FDL13,OUT027,5117.5
FDD22,OUT013,1486.5
FDV40,OUT027,2635.0
NCD55,OUT046,646.0
FDQ20,OUT010,-842.0
FDD28,OUT045,928.5
FDC39,OUT045,3135.5
NCR17,OUT049,2229.0
DRO35,OUT018,2315.5
FDF40,OUT049,4343.0
FDR31,OUT018,2759.5
NCQ41,OUT017,2840.0
FDP38,OUT046,775.5
NCU54,OUT027,4639.0
FDG22,OUT018,1052.0
DRK59,OUT013,3439.5
FDC37,OUT046,1649.5
NCO42,OUT013,2083.0
NCT42,OUT017,2107.5
FDX27,OUT035,1207.5
FDV40,OUT018,1651.0
FDT45,OUT027,2286.0
FDS47,OUT019,-29.0
FDR45,OUT035,3374.5
FDB03,OUT045,3661.5
FDO49,OUT035,521.0
FDU60,OUT027,4091.0
FDB26,OUT018,1334.5
FDB46,OUT017,3053.5
FDQ37,OUT019,1747.5
FDN03,OUT017,3728.5
NCX30,OUT045,3930.5
FDK32,OUT019,1243.0
DRM47,OUT013,2823.5
NCO02,OUT046,980.0
FDP04,OUT013,834.0
NCO43,OUT049,1944.5
FDD59,OUT013,1079.0
FDQ10,OUT017,2431.0
FDW45,OUT035,1951.0
NCK30,OUT049,4330.0
FDU31,OUT018,3890.0
NCQ17,OUT019,1037.5
FDN01,OUT017,2439.5
FDZ19,OUT049,3039.5
DRG37,OUT017,2231.5
FDE32,OUT045,613.5
FDO34,OUT049,3009.0
FDM04,OUT019,-240.5
FDZ25,OUT049,3110.0
FDU08,OUT049,1947.5
NCW30,OUT045,4115.0
NCM18,OUT013,681.5
FDS22,OUT035,372.0
NCH18,OUT017,3555.0
FDC23,OUT013,2606.5
FDY46,OUT013,2688.0
NCU06,OUT046,3507.5
FDX57,OUT045,1611.5
FDX36,OUT027,4892.0
FDL16,OUT045,589.5
FDT16,OUT010,2582.0
FDN16,OUT018,2079.5
FDC03,OUT046,3053.0
DRF60,OUT013,3535.5
FDS27,OUT027,4596.0
FDP33,OUT010,2341.0
FDJ36,OUT018,1958.0
NCR42,OUT013,293.5
FDV14,OUT017,1077.5
NCP42,OUT035,2718.5
FDB50,OUT027,2530.5
NCC30,OUT027,4229.0
FDA23,OUT018,2033.5
FDW16,OUT017,1211.0
FDQ52,OUT010,2159.5
FDB58,OUT049,2710.0
NCP29,OUT049,1289.0
NCM05,OUT045,4130.5
FDO25,OUT013,2969.0
NCM54,OUT046,2024.5
NCL54,OUT046,2733.5
FDL39,OUT010,1302.5
FDF53,OUT018,3256.5
NCQ42,OUT035,1627.0
FDF58,OUT013,814.0
FDZ04,OUT035,642.5
FDE26,OUT019,933.0
FDS60,OUT017,2548.0
FDV58,OUT017,2704.5
FDM04,OUT045,887.5
FDE08,OUT035,1912.0
NCB43,OUT049,3201.0
FDU11,OUT010,248.0
FDF22,OUT019,2094.0
FDE24,OUT013,1925.5
DRJ49,OUT046,2100.5
NCQ53,OUT035,3338.0
NCL41,OUT013,340.0
FDR22,OUT013,1601.0
FDH04,OUT035,1174.0
DRH15,OUT045,657.0
FDY40,OUT049,1249.0
NCI17,OUT035,1024.5
NCC18,OUT013,2551.5
FDY28,OUT027,4656.0
FDB45,OUT027,3106.5
NCL30,OUT018,2418.0
FDM10,OUT017,3006.0
FDH22,OUT027,3321.0
NCZ53,OUT017,2722.5
NCI18,OUT013,3292.0
FDH14,OUT027,3717.0
FDR36,OUT027,2077.5
FDW01,OUT045,2371.5
FDK02,OUT027,3227.5
FDJ02,OUT018,2821.5
FDU55,OUT013,3860.5
NCV18,OUT027,2684.0
FDH14,OUT018,2663.0
FDZ37,OUT045,1507.0
FDX49,OUT049,3979.0
NCD43,OUT046,1644.0
FDZ07,OUT013,727.5
FDK43,OUT035,1633.0
FDR32,OUT018,4026.5
FDT39,OUT013,2261.5
NCV54,OUT017,1621.0
FDF38,OUT018,1183.0
FDV60,OUT046,3002.0
FDH44,OUT027,3792.0
FDS21,OUT046,1011.0
NCL41,OUT045,587.5
FDM46,OUT017,1046.0
FDU27,OUT045,682.0
NCJ54,OUT017,3344.0
DRG51,OUT018,3122.5
NCA29,OUT019,1502.0
FDR47,OUT045,3002.5
NCL19,OUT027,3698.5
DRG01,OUT049,1658.5
FDG10,OUT046,983.5
NCV05,OUT049,2771.5
NCH18,OUT019,2607.0
FDV14,OUT018,1799.0
DRJ23,OUT035,2636.5
DRJ11,OUT046,2875.5
FDZ03,OUT017,2637.0
FDI27,OUT010,-764.0
FDJ14,OUT018,1776.0
FDU32,OUT017,1645.5
FDD47,OUT027,4040.0
DRF36,OUT035,2664.5
FDM21,OUT046,3973.5
FDV10,OUT018,1150.0
FDH60,OUT018,3487.0
FDX47,OUT010,986.5
FDT19,OUT019,1339.5
FDO11,OUT045,4023.0
FDH24,OUT027,3945.0
FDL02,OUT018,2097.0
FDB02,OUT049,3195.5
FDA43,OUT046,3001.0
FDG52,OUT045,729.0
DRC12,OUT013,2784.0
FDY37,OUT018,2743.5
NCU18,OUT045,2217.5
FDU09,OUT035,535.5
DRJ25,OUT027,2108.5
DRE12,OUT018,2221.0
DRL47,OUT017,1724.0
DRK01,OUT046,1487.5
FDC22,OUT019,1622.0
FDG44,OUT013,540.5
FDW04,OUT035,1704.5
FDK09,OUT049,3863.0
NCN43,OUT035,1584.5
FDG04,OUT049,3351.5
FDH32,OUT010,-124.0
DRI47,OUT017,2073.0
DRE15,OUT013,1034.5
FDY11,OUT035,770.5
FDO60,OUT049,1078.0
FDQ20,OUT018,1120.5
FDO57,OUT027,3878.0
FDT14,OUT019,529.0
FDA57,OUT049,1008.0
DRN35,OUT017,296.5
FDJ03,OUT046,776.0
FDX28,OUT017,1207.5
DRE25,OUT045,1449.5
FDR09,OUT046,3986.5
FDB23,OUT035,3266.0
FDO08,OUT045,2629.0
FDQ23,OUT049,1982.5
FDW04,OUT013,1858.0
DRK13,OUT010,1430.0
NCL17,OUT027,3628.5
FDY21,OUT035,2491.0
FDJ38,OUT027,4512.5
FDA37,OUT019,807.5
FDV43,OUT013,437.5
FDL36,OUT046,1362.0
FDD53,OUT045,671.5
FDZ19,OUT010,1113.0
FDV21,OUT045,1822.5
NCL54,OUT018,3211.5
DRI47,OUT027,3769.0
DRG03,OUT049,2812.5
FDG21,OUT013,2034.5
FDW03,OUT018,2171.0
NCI55,OUT046,1901.5
DRC36,OUT019,1630.5
FDH22,OUT017,1618.5
FDV20,OUT045,2053.0
NCU41,OUT027,4442.5
FDN46,OUT027,2992.0
FDK50,OUT045,2585.0
NCA05,OUT027,3774.5
DRH01,OUT018,3115.5
FDT08,OUT018,2779.5
FDM08,OUT018,3992.0
FDZ07,OUT035,561.5
FDS22,OUT017,523.5
FDV35,OUT027,3777.5
FDI28,OUT010,-272.0
FDW58,OUT027,3182.0
FDT52,OUT045,3907.5
FDY34,OUT046,2637.0
FDR10,OUT046,2527.5
FDK57,OUT017,1568.5
FDR02,OUT027,3187.5
FDX49,OUT046,3604.5
FDQ20,OUT046,632.0
DRK23,OUT045,3963.0
NCW06,OUT046,2948.0
FDR31,OUT017,2069.0
NCE43,OUT013,2336.5
DRO59,OUT027,2666.0
FDN09,OUT049,4201.0
FDR11,OUT046,2407.5
FDO57,OUT013,2221.0
NCX18,OUT017,2845.5
FDB05,OUT018,4288.0
FDQ08,OUT018,1481.5
NCG43,OUT035,1050.0
FDJ56,OUT013,1189.0
FDA13,OUT010,-1049.0
FDO56,OUT017,1604.0
FDB37,OUT018,4312.5
FDZ02,OUT018,2027.0
FDQ24,OUT046,3833.0
FDM16,OUT013,1014.5
FDU35,OUT049,1883.5
FDT35,OUT035,2266.5
NCX30,OUT049,4251.5
FDG04,OUT017,2711.0
FDI12,OUT035,958.5
FDE35,OUT035,630.0
NCP14,OUT027,3008.0
NCY53,OUT045,1721.0
FDP49,OUT017,616.5
FDQ04,OUT017,345.0
FDM39,OUT035,2418.5
FDO58,OUT019,1357.0
FDC56,OUT017,1494.0
NCQ54,OUT046,2622.5
FDV10,OUT027,2137.0
NCK17,OUT046,610.5
NCF55,OUT027,2046.0
FDV33,OUT013,3919.0
NCH29,OUT019,328.5
FDA37,OUT027,3445.5
FDH46,OUT018,2105.0
FDS25,OUT035,1284.5
FDH04,OUT027,2948.5
FDX52,OUT046,3017.5
NCD42,OUT017,350.5
FDW47,OUT017,1634.5
FDL25,OUT027,2834.0
NCJ06,OUT010,359.0
FDY09,OUT013,2524.0
FDS40,OUT046,618.5
FDH41,OUT017,3042.5
FDG38,OUT035,1003.5
FDU03,OUT027,4254.5
FDV20,OUT046,1997.5
DRB13,OUT045,3148.0
NCQ30,OUT013,1683.5
NCH06,OUT013,3562.0
FDU50,OUT018,2333.0
NCO42,OUT019,1115.5
FDW09,OUT018,1780.0
FDH04,OUT013,1305.5
FDC21,OUT045,1766.5
FDL21,OUT049,1108.0
FDM46,OUT010,-332.5
FDT22,OUT019,-412.0
FDB28,OUT035,2668.0
FDI12,OUT018,1811.0
FDA28,OUT045,2047.0
FDF59,OUT013,1748.0
FDM45,OUT027,3349.5
FDQ56,OUT017,953.5
FDR46,OUT049,2519.5
FDT01,OUT013,2960.5
FDD16,OUT027,2629.5
NCU30,OUT010,1006.0
FDM40,OUT010,446.5
FDI56,OUT035,1025.0
NCS30,OUT013,1710.0
FDU08,OUT017,1305.0
FDX51,OUT027,4577.0
FDA43,OUT045,3075.0
FDX59,OUT010,-1018.0
FDC37,OUT018,2124.5
FDP58,OUT013,3080.0
NCY42,OUT035,1896.5
FDF21,OUT018,3445.5
FDU10,OUT027,2097.0
DRL47,OUT018,2436.5
FDA58,OUT018,4226.5
FDJ22,OUT049,3366.0
FDK50,OUT046,2506.5
FDO38,OUT035,814.0
DRF60,OUT035,3399.0
NCZ42,OUT019,2568.5
FDD35,OUT049,2256.0
FDL25,OUT045,1416.5
FDJ16,OUT013,589.5
DRK59,OUT049,4030.5
FDI50,OUT046,3653.5
NCB19,OUT045,1328.0
DRI37,OUT035,513.5
FDA14,OUT027,3729.5
FDC08,OUT018,3971.5
FDS45,OUT046,1685.5
FDI21,OUT049,1404.5
DRJ47,OUT035,2384.0
DRE37,OUT027,4361.5
FDT55,OUT018,2972.5
NCG42,OUT027,3463.5
FDA31,OUT049,2959.0
NCW42,OUT046,3491.0
FDF50,OUT017,2686.0
FDK56,OUT049,3172.5
FDX10,OUT035,158.0
NCK07,OUT027,3986.5
FDZ49,OUT017,3128.5
FDR33,OUT013,1513.5
FDO44,OUT018,2246.0
FDA20,OUT046,2861.5
NCL30,OUT045,2011.0
FDI05,OUT019,-178.5
FDQ12,OUT018,4031.5
FDH47,OUT017,1343.5
FDH34,OUT018,3375.5
FDF29,OUT046,2110.5
FDG40,OUT018,997.5
NCE18,OUT017,3649.0
FDP21,OUT010,1520.0
FDY50,OUT013,1057.5
FDB36,OUT049,2510.0
NCZ29,OUT049,2314.5
FDU20,OUT018,2389.5
FDO56,OUT013,1679.0
FDW31,OUT049,3514.0
DRH59,OUT013,972.5
NCB30,OUT017,2834.0
FDK43,OUT027,3471.0
FDW43,OUT045,3686.5
NCL19,OUT017,1969.0
FDJ27,OUT046,1483.0
FDC45,OUT046,2497.5
FDY40,OUT035,428.0
NCM41,OUT035,1072.5
NCK18,OUT019,1460.0
FDP37,OUT049,2261.5
FDA27,OUT027,5507.0
NCX30,OUT035,3510.5
FDR09,OUT017,3694.0
FDG08,OUT027,4029.0
NCU30,OUT013,2369.0
FDB16,OUT017,1109.0
FDM16,OUT017,955.0
FDC48,OUT013,1104.5
NCF18,OUT046,2867.0
FDU46,OUT018,1911.0
FDH41,OUT018,3751.5
NCN42,OUT010,798.5
FDU49,OUT046,1419.5
FDB20,OUT027,2658.5
FDG50,OUT019,278.5
FDW20,OUT045,1961.0
NCO55,OUT049,2007.5
FDX48,OUT046,2446.0
FDU48,OUT046,2028.0
FDR48,OUT019,970.5
FDK27,OUT013,1755.5
FDT35,OUT013,2375.0
FDN12,OUT049,2036.5
NCE31,OUT019,-984.0
FDL21,OUT017,479.5
FDV56,OUT017,1495.0
FDR16,OUT017,3058.0
NCP41,OUT049,2105.0
FDJ27,OUT013,1319.0
FDA07,OUT017,1722.5
FDK55,OUT049,1786.5
FDM33,OUT049,3757.0
FDY46,OUT046,2885.0
FDD36,OUT046,1847.0
FDB12,OUT027,3007.5
FDF28,OUT019,840.5
NCE07,OUT019,1114.0
FDW50,OUT027,3984.0
NCW18,OUT017,3398.5
NCJ17,OUT019,-127.5
DRZ24,OUT010,296.5
FDS07,OUT035,1493.0
NCW05,OUT010,-102.5
FDZ22,OUT018,1753.5
FDK02,OUT046,1882.0
FDZ45,OUT027,4579.5
FDL25,OUT046,1335.0
FDS08,OUT045,2763.0
NCZ42,OUT027,5163.5
FDX57,OUT035,1193.5
FDF21,OUT046,2971.0
FDJ56,OUT018,1800.5
FDX10,OUT013,305.5
DRG48,OUT035,1978.5
DRN37,OUT046,2550.0
NCY41,OUT018,947.5
FDN28,OUT045,1724.5
FDE34,OUT045,2780.5
FDR10,OUT045,2634.0
FDC32,OUT017,1106.5
DRG13,OUT046,2580.0
FDP59,OUT049,2041.5
NCT53,OUT010,1047.5
FDL57,OUT027,5486.0
FDN32,OUT010,1424.0
FDK09,OUT018,3934.5
FDA52,OUT010,1108.0
FDC57,OUT049,3422.0
FDI09,OUT035,3298.5
NCB07,OUT046,3006.5
FDP26,OUT035,1117.0
FDP40,OUT027,3264.5
FDL15,OUT013,2147.5
FDV07,OUT046,1778.0
FDS03,OUT017,708.0
FDE50,OUT049,3361.0
FDQ15,OUT017,872.5
FDQ33,OUT010,707.5
FDT22,OUT013,603.5
DRO35,OUT035,1511.0
FDJ41,OUT049,4489.0
FDQ27,OUT035,1329.5
FDC26,OUT017,1377.0
NCF43,OUT027,3735.5
NCR50,OUT035,2057.5
FDE39,OUT018,2337.0
FDN49,OUT027,2024.0
DRG11,OUT035,1293.5
NCA18,OUT049,2180.5
FDM36,OUT018,3168.5
FDW32,OUT017,1050.5
NCQ18,OUT010,-209.5
FDX14,OUT027,2599.0
FDD46,OUT017,1983.5
FDI34,OUT019,2382.5
NCJ17,OUT035,812.5
FDB52,OUT035,3664.5
FDV55,OUT018,2679.0
FDC57,OUT046,2998.5
FDB29,OUT046,1811.5
NCO43,OUT035,1192.5
FDG44,OUT045,781.5
FDJ34,OUT045,1990.0
FDH40,OUT049,1664.0
NCD07,OUT027,3176.0
FDB41,OUT017,428.5
FDH47,OUT018,1881.0
DRK37,OUT035,2628.5
FDM25,OUT019,1578.0
NCX06,OUT045,2908.5
NCS05,OUT017,1835.5
FDS39,OUT045,2288.5
FDC47,OUT027,4882.5
FDG20,OUT013,2507.0
DRL23,OUT017,1462.0
FDY33,OUT013,2236.0
NCH18,OUT045,3833.0
FDX47,OUT035,2129.5
NCB06,OUT045,2454.0
FDP36,OUT049,1264.5
FDW44,OUT018,3206.0
NCU41,OUT018,3426.0
NCS17,OUT046,1417.5
FDD46,OUT035,1934.0
FDE45,OUT017,2511.0
FDI09,OUT017,3390.5
NCJ54,OUT010,2080.0
NCA29,OUT018,3158.0
NCN41,OUT027,3349.0
FDY34,OUT035,2297.5
NCG55,OUT035,1445.5
DRM49,OUT046,609.5
NCB42,OUT049,2220.0
FDE58,OUT045,1841.5
DRJ25,OUT013,465.5
FDS47,OUT010,-370.5
FDY21,OUT049,3286.0
NCI54,OUT013,1530.5
FDO24,OUT017,2020.5
FDY43,OUT035,2195.0
FDF35,OUT018,1968.5
NCP29,OUT019,-368.0
FDN28,OUT027,3110.5
FDJ50,OUT018,1301.5
FDQ14,OUT027,3780.0
FDC37,OUT035,1336.5
FDN08,OUT046,1823.5
FDD04,OUT035,1909.5
FDW34,OUT018,4269.0
FDP04,OUT017,795.0
NCG07,OUT017,2646.5
NCN14,OUT018,3251.0
FDJ16,OUT045,846.0
NCM42,OUT045,1753.0
NCF19,OUT046,757.5
FDY21,OUT018,3344.5
FDY19,OUT035,1447.5
FDV09,OUT045,2405.5
FDA28,OUT013,1867.5
FDC38,OUT018,2425.0
FDL28,OUT045,3654.0
NCH43,OUT049,3720.0
NCN53,OUT045,584.5
NCW05,OUT017,1268.5
NCO30,OUT018,3380.5
FDT04,OUT019,-755.5
FDB27,OUT018,3508.0
NCK07,OUT013,2370.0
NCA53,OUT013,602.5
FDB33,OUT018,2990.5
FDU37,OUT017,943.0
FDR13,OUT035,1507.5
FDE45,OUT049,3158.0
FDV37,OUT017,2788.5
FDX44,OUT019,217.5
NCL06,OUT017,3766.5
FDJ28,OUT045,3036.0
FDX55,OUT049,3770.0
NCK17,OUT018,1091.5
FDH52,OUT035,661.5
FDN13,OUT027,2874.5
FDK44,OUT018,3023.0
FDU16,OUT046,1287.0
FDZ07,OUT017,652.0
NCN06,OUT027,3906.5
FDH02,OUT010,-6.0
NCW18,OUT045,3760.5
FDH57,OUT013,1830.0
FDV35,OUT045,2334.0
NCU29,OUT013,2072.5
NCP02,OUT046,891.0
FDN44,OUT013,2329.0
FDX03,OUT018,1171.5
FDR11,OUT010,769.0
FDA36,OUT046,2912.0
FDP58,OUT027,4716.0
FDH31,OUT045,1640.0
FDH34,OUT035,2577.0
FDS13,OUT035,3640.5
FDT01,OUT018,3886.0
FDY09,OUT049,3148.5
FDV33,OUT027,5542.5
NCW29,OUT010,502.5
NCN17,OUT045,1660.0
FDX01,OUT046,1843.5
FDL03,OUT049,3544.0
DRL59,OUT049,1288.5
DRM11,OUT027,5537.5
